8136088,"The invention is a firewall capable of blocking access to a website or other Internet node based on a domain name. A DNS request is monitored and a domain name is decoded from the DNS request. An IP address is received in a response to the DNS request. The IP address and domain name are associated with each other. The steps are executed non-intrusively with respect to traffic flow through the firewall. Afterward, a determination is made if the IP address is associated with a domain name for which access is restricted. If the domain name is a restricted domain name, access to content of the website is denied by blocking traffic flow on the basis of identifying the source IP address of data packets."
8136089,"A method for enabling a first party to provide a second party with personalized digital content includes at a network unit: in response to receiving a request from a first party, the request including an identifier identifying a second party, retrieving identity credentials of the second party; and transmitting the identity credentials of the second part to a first party or to a content providing system; and in a content providing system: in response to receiving: a) an identifier from the first party, the identifier identifying digital content in a digital content storage, and b) the identity credentials of the second party, personalizing digital content using the identity credentials, the personalizing adapted to enable the second party to reproduce the digital content but to prevent any unauthorized party to reproduce it; and delivering the personalized digital content to the first party."
8136090,Example methods and apparatus to monitor media content on a consumer network as described herein. An example metering system includes a metering device to monitor the consumption of media content at a consumer location and a universal plug and play (UPnP) compatible metering helper to collect audience measurement data from UPnP devices in a consumer network.
8136091,"A system, method and computer program product are provided for combined alerting. Initially, an event is identified. First information relating to a first response to the event associated with a first application is received. Further received is second information relating to a second response to the event associated with a second application. In response thereto, a single alert is displayed including the first information and the second information."
8136092,"A printed circuit board (PCB) includes a positive differential signal line including first and second segments, a negative differential signal line including third and fourth segments, first and second connecting elements soldered on opposite surfaces of the PCB. The first segment and the fourth segment are located in a first straight line which has a first permittivity. The third segment and the second segment are located in a second straight line which has a second permittivity different from the first permittivity. The first connecting element is connected between the first segment and the second segment. The second connecting element is connected between the third segment and the fourth segment."
8136093,"Grouping blocks of text according to user-defined contexts, and editing group specific blocks can be used to improve document consistency during editing and revising of electronic documents. A change made in one block often requires appropriate changes to be made in other blocks that are contextually related to the changed block. Such changes are made to ensure this consistency. Commands that deal with block groups (such as, create group, add block to group(s), delete block from group(s), edit group, merge group, etc.) are provided to assist a user in editing documents."
8136094,"In iterative decoding, a data recovery scheme corrects for corrupted or defective data by incorporating results from a previous decoding iteration. In one embodiment, a final multiplexer selects between the final detector output or a previous detector output based on the absence or presence of defective data. In another embodiment, the branch metrics for the defective data, which otherwise would be combined with a priori LLRs from an outer decoder of a prior stage, are ignored so that the a priori LLRs themselves are used alone. The two embodiments can be used together."
8136095,"This invention relates to the method for fabrication of polyisoprene aqueous emulsion, gloves and related products thereof, wherein the aqueous emulsion is polyisoprene or polynitrile aqueous emulsion obtained through free-radical emulsion polymerization initiated by initiating agent under normal pressure with isoprene as the monomer, or isoprene monomer, acrylonitrile monomer, and (methyl)acrylic acid as the monomer mixture, and emulsifying agent and dispersing agent as the emulsification system. After the isoprene or the mixture of isoprene monomer, acrylonitrile monomer, and (methyl)acrylic acid is mixed with the initiating agent, the oil phase obtained together with reducing agent is added dropwise in different time quantums. The polymerization conversion rate of polyisoprene aqueous emulsion or polynitrile aqueous emulsion according to this invention is increased from the original 78% to over 97.5%. Fabricated polyisoprene or polynitrile gloves and thin latex products thereof have high strength and good extensibility, provide good hand touch, and do not cause allergies of the human body. They can be used for various purposes."
8136096,"A method and arrangement for modifying settings of a television program recommender displays the rating (recommended or not recommended) for a selected television program, and also displays icons for selection by the user to indicate whether the user agrees or disagrees with the recommendation. The television program recommender then updates its settings based on the user's icon selection. In addition, if the user indicates that he/she disagrees with the recommendation, the television program recommender determines and displays the number of times that the user needs to indicate his/her desires with respect to the selected television program in order for the recommendation to agree with the user's desires."
8136097,"Systems and methods are provided for detecting an action providing input associated with an element of a user interface and/or graphical model, and providing an indicator to indicate the action has been detected. The user interface and graphical model may provide one or more elements that may be editable or otherwise changeable by a user or programmatically via executable instructions. The action may provide input that may change a value of the editable element of the user interface or alter an element of the graphical model. Upon detection of the action, the present invention provides an indicator in the user interface or the graphical model in a manner associated with the detected changed element. The indicator may be a visual indicator or may be any other sensory type of indicator, such as a sound, force, or tactile indicator. As such, the indicator provides a prompt to a user that one or more elements of the user interface or graphical model may need to be saved, applied, or any changes canceled."
8136098,A page-based failure management system for flash memory includes at least one flash memory device which includes at least one page and at least one operable page. The system also includes an indication of operability of the at least one page in the at least one flash device.
8136099,"With at least one implementation described herein, one or more viewers are able to watch the same source multimedia content at multiple locations within an environment (e.g., a household). With at least one implementation described herein, a viewer is able to resume watching such content at a new location (or “locus”) from the point that she bookmarked the content at an original location. This abstract itself is not intended to limit the scope of this patent. The scope of the present invention is pointed out in the appending claims."
8136100,A bathtub transfer bench includes a clamp member having a first arm for engaging an inner wall of a bathtub and a second arm for engaging an outer wall of the bathtub. A support member includes a substantially horizontal bench member and a pair of downwardly extending legs for supporting the bench member adjacent to the outer wall of the bathtub. A coupling mechanism releasably couples the support member to the clamp member.
8136101,"An error correction coding apparatus is disposed to generate a low-density parity-check code <b>16</b> from an input information sequence <b>15</b> by using a low-density parity-check matrix which satisfies a predetermined weight distribution, and includes a low-density parity-check matrix output means <b>13</b> for forming the above-mentioned low-density parity-check matrix by continuously arranging a number of rows in each of which the same number of cyclic-permutation matrices as the row weight are arranged, the number of rows satisfying the above-mentioned predetermined weight distribution, and then gradually increasing or decreasing the row weight, and for outputting the above-mentioned low-density parity-check matrix."
8136102,"A portable compact pillow system includes a travel carrier having a first half and a second half and also including a latching feature to secure the first half to the second half in a manner defining a hollow interior. A pillow is removably secured in a portion of the hollow interior defined by the first half, and a resilient member is secured in a portion of the hollow interior defined by the second half. The first half and the second half are attached one to the other on at least one side with a hinge such that the first half is separable from the second half and is pivotal about the hinge for substantially three-hundred-sixty degrees. The first half in its pivoted position is securable to the second half with the latching feature."
8136103,"Methods, systems and computer readable mediums storing computer executable programs for managing a potential security threat to a network are disclosed. Network data received at a network system within a network is monitored at a network management system. A determination is made at the network management system regarding whether the network data received at the network system poses a potential security threat to the network. A threat type associated with the potential security threat is identified at the network management system based on the determination. A threat assessment system operable to evaluate the identified threat type is identified at the network management system. A command is issued from the network management system to the network system to mirror network data received at the network system to the identified threat assessment system."
8136104,"A manually held firefighting tool has an elongated staff section having a first working member at one end and a second working member at the other end. The first working member has a claw element and a spike element, each extending perpendicular to the longitudinal axis of the staff section and protruding from the staff section in opposite directions. The second working member extends from the second end of the staff section and has a U-shaped yoke element supporting an arcuate cross bar element positioned parallel to the longitudinal axis of the staff section. The second working member has its own claw element at one end and a spike element at the other end. A flat bar element is affixed perpendicularly to the cross bar element between its two ends. The firefighting tool is configured to be used in a variety of firefighting applications, allowing the firefighter to carry a single tool rather than a multitude of tools performing different functions."
8136105,"Various read level control apparatuses and methods are provided. In various embodiments, the read level control apparatuses may include an error control code (ECC) decoding unit for ECC decoding data read from a storage unit, and a monitoring unit for monitoring a bit error rate (BER) based on the ECC decoded data and the read data. The apparatus may additionally include an error determination unit for determining an error rate of the read data based on the monitored BER, and a level control unit for controlling a read level of the storage unit based on the error rate."
8136106,"An apparatus, system, and method are disclosed for topological display of user interface elements. An input/output module receives the selection of a UIE. A topology display module displays a topology view of the selected UIE and a child UIE of the selected UIE. A relationship display module displays a modified navigation relationship indicator (NRI) for each navigation relationship between UIEs wherein at least one UIE in the navigation relationship comprises modified functionality, a new NRI for each navigation relationship between UIEs wherein at least one UIE in the navigation relationship comprises new functionality, and an existing NRI for each navigation relationship between UIEs wherein no UIE in the navigation relationship comprises modified functionality. The modified functionality may comprise plug-in functions and upgraded functions. The new functionality may comprise a new object."
8136107,"Methods and apparatus for selecting, purchasing and delivering content to users of a network so that the user has “virtual” ownership of and access to the content, thereby obviating the need for physical media (e.g., DVDs or CDs). In an exemplary embodiment, the network comprises a hybrid fiber coax (HFC) network, and on-demand (OD) sessions or broadcast modes are used to deliver the virtual content stored at the head-end (or hub site) to the requesting owner. The purchased content is associated with one or more users when stored, thereby providing the owner(s) unlimited access thereto, without the costs and effort associated with renting/purchasing and maintaining DVDs. The content may also comprise new release content, which would otherwise not be available over the network at that time but for the purchase and delivery mechanisms of the invention. Various other complementary features for enhancing the user's virtual ownership experience are also disclosed."
8136108,"A method and system for accelerating malware emulator by using an accelerator. The accelerator allows for a potentially malicious component (i.e., process) containing dummy processes to be executed in a real CPU of a computer system using its operating memory. A special memory area is allocated for the process based on the memory requested by the process in the emulator. The state of the CPU and the memory is loaded in the emulator prior to executing the suspicious process. The system can be restored to its initial state in case of malicious actions performed by the process. The dummy instructions of the process are processed by the CPU at its own speed and as soon as the process performs a malicious instruction it is stopped by the emulator. The emulation process is accelerated to a speed of a regular CPU."
8136109,"A convertible broom having a broom head able to be selectively latched in either of two pivoted angular positions with respect to a broom handle. A latch mechanism includes a sleeve grip slidable on the handle to move a locking feature into and out of engagement with either of two locator features or pairs of locator features on a head bracket pivotally mounted to one end of the handle. On locator feature (or pair of features) is aligned with the locking feature with the broom head in a straight configuration, the other locator feature aligned with the locking feature with the broom head in a push broom configuration."
8136110,"A method and computer-readable medium are provided for navigation between attachments to electronic mail messages. According to the method, a list of e-mail messages is displayed that includes header information associated with each of the messages. When one of the messages in the list is selected, a determination is made as to whether the selected message has attachments. If the selected message has attachments, an identifier is displayed adjacent to the header information for each attachment. The identifier indicates that the attachment is associated with the selected message and may provide other information such as the type and size of the attachment. The identifiers are displayed in a manner to indicate clearly to a user that the attachments are associated with the selected e-mail message. The identifiers may be selected to preview the corresponding attachment."
8136111,"The invention relates to a vacuum cleaner comprising a lower housing part, on which wheels are mounted for moving the vacuum cleaner along a floor surface, and which forms a dirt collection container with a suction inlet to which a suction hose is connectable, and an upper housing part which is mountable on the lower housing part and accommodates an electrically drivable suction unit, and an electric supply cable for connecting the suction unit to an electrical voltage source. In order to develop the vacuum cleaner so that it is easier to handle, and the supply cable and the suction hose can be held in a simple way for storage on the vacuum cleaner and removed from the vacuum cleaner for use, it is proposed, in accordance with the invention, that the vacuum cleaner have a cable receptacle for storing the supply cable and a hose mount for storing the suction hose, the cable receptacle surrounding the upper housing part on the outside in the circumferential direction, and the hose mount being arranged below the cable receptacle."
8136112,"A method (<b>100</b>) of generating an ordered sequence of items from a collection of items, at least one of the items of the collection having at least two annotations, is disclosed. The method (<b>100</b>) selects one or more of the annotations and forms a first plurality of groups of items from the collection of items, each item in a group having one or more of the selected annotations in common. The method (<b>100</b>) selects a second plurality of the groups of items to form a sequence of groups, each group in the sequence comprising an item having at least one annotation in common with an item of at least one adjacent group of the sequence. The items are ordered within each of the selected groups of the sequence based on the selected annotations."
8136113,"Computer-executable instructions can implement a software-based Trusted Platform Module (TPM) that can have more computational power than the hardware TPM. The software TPM can be protected from modification, or other unauthorized access, via a memory partitioning scheme that enables other computer-executable instructions to access the software TPM in a predefined manner, but yet prohibits other access. A tri-partied partitioning scheme can be used wherein the computer executable instructions of the software TPM reside in a first region, a jump table to appropriate ones of those instructions resides in a second region, and everything else resides in the third region. The storage key of the software TPM can be sealed by the hardware TPM to be released only if the software TPM, and the computing device, are in a known good state, as determined by the Platform Configuration Registers of the hardware TPM, thereby further protecting the software TPM from tampering."
8136114,"Methods and apparatus are provided for generating an access control policy data structure for a single-authorization-query access control system from a source policy data structure of an access control system in which primary authorizations can be subject to auxiliary constraints. Authorizations in the data structures are defined in terms of subject, resource and action elements. For each resource in a set of resources in the source policy data structure, the data structure is analyzed to identify primary authorizations relating to that resource. For each primary authorization, policy data which represents a policy defining an access rule expressing that authorization is generated and stored in system memory and analyzed to identify any auxiliary constraints associated with that primary authorization. For each auxiliary constraint so identified, policy data is generated and stored in system memory."
8136115,"An ash bin and chimney system comprising: an open topside and at least one side wall forming a device cavity, and the device further comprises at least one screen and a movable flap situated within the device cavity, the flap further comprises a leg, and the leg is in an extended position when the flap is in a generally perpendicular position relative to the screen during a chimney function, and the leg is in a folded position when the flap is in a generally parallel position relative to the screen, and the leg in its extended position prevents the device from being inserted within the internal cavity of the base."
8136116,"Enables a computer-assisted management of enterprise-network files of interest, and trouble-free migration of enterprise-wide business data and processes currently built and maintained in two popular tools, spreadsheets (commonly MICROSOFT® EXCEL®) and desktop/departmental databases (commonly MICROSOFT® ACCESS®). Includes:<ul id=""ul0001"" list-style=""none""><li id=""ul0001-0001"" num=""0000""><ul id=""ul0002"" list-style=""none""><li id=""ul0002-0001"" num=""0000"">File-system repository that lists each file of interest and describes in detail design and intent information for each spreadsheet and desktop/departmental database;</li><li id=""ul0002-0002"" num=""0000"">Utilities that keep the file-system repository complete and up to date;</li><li id=""ul0002-0003"" num=""0000"">Simplified Enterprise Application Repository (SEAR) configured to store descriptions of simple “enterprise” applications;</li><li id=""ul0002-0004"" num=""0000"">Repository Application that manage both the file-system repository and SEAR;</li><li id=""ul0002-0005"" num=""0000"">Utilities that read enterprise database meta-data (such as table definitions) and store them in SEAR;</li><li id=""ul0002-0006"" num=""0000"">Utilities that analyze spreadsheets and desktop/departmental databases in the file repository and restate them as simple “enterprise” applications in SEAR;</li><li id=""ul0002-0007"" num=""0000"">Utilities that generate well-documented and well-programmed enterprise relational databases and applications from simple “enterprise” applications descriptions in SEAR.</li></ul></li></ul>"
8136117,"An attachment for clutchingly covering a major portion of a handle of a plunger, enhancing grip of the handle of the plunger, and absorbing shock from repeated thrusts of the plunger. The attachment includes an end cap and a sleeve. The end cap covers the free end of the handle of the plunger and absorbs the shock from the repeated thrusts of the plunger. The sleeve depends from the end cap, clutchingly covers the major portion of the handle of the plunger, and enhances the grip of the handle of the plunger."
8136118,"A method includes receiving a request to generate a visual bookmark for a home design product based on a selection of the home design product from a website and extracting information about the home design product from the website. The method also includes categorizing the home design product based on the information and generating the visual bookmark for the home design product, the visual bookmark comprising an image of the home design product and information related to the home design product."
8136119,"Breakaway sport pants include right and left side zippers that do not have catch mechanisms. When the zippers are zipped, right and left connectors hold the front and back portions of the sport pants together and prevent the zippers from unzipping. However, when the right and left connectors are disengaged, the zippers easily unzip to allow removal of the sport pants. In an embodiment of the invention, the zipper pull tabs include a friction enhancing material that catches on the connectors and upper portions of the pants to prevent inadvertent unzipping of the pants."
8136120,"An approach to managing stored-value data objects, such as electronic tickets, comprises secure systems and procedures for ticket issuing, storage, and redemption. With these systems and procedures in place, stored-value data objects may be securely transferred to remote systems, such as a user's personal electronic device, for subsequent secure redemption, thus allowing the user to gain access to the desired goods or service upon redeeming the data object. Techniques provide secure delivery of the requested data object to the requesting device, and provide secure redemption and disposal of the data object. Ticket issuing systems may be Internet-accessible systems, and users may purchase and redeem tickets using mobile terminals or other devices adapted for wireless communication. Standardized WPKI and Internet access procedures may be employed in ticket issuance and redemption. Techniques further provide temporary and rapid verification data objects useful where rapid ticket verification is essential, such as mass transit systems."
8136121,A packaged item including one or more packaging tie-downs configured to retain objects secured with a retention strap in association with packaging material.
8136122,"By understanding a website author's intention through an analysis of the function of a website, website content can be adapted for presentation or rendering in a manner that more closely appreciates and respects the function behind the website. Various inventive systems and methods analyze a website's function so that its content can be adapted to different client environments, e.g. devices, network conditions, or user preferences. A novel function-based object model automatically identifies objects associated with a website, and analyzes those objects in terms of their functions. The function-based object model permits consistent, informed decisions to be made in the adaptation process, so that web content is displayed not only in an organized manner, but in a manner that reflects the author's intention."
8136123,A motorcycle helmet vent and venting system that is low profile and does not take up much space on the helmet shell. A motorcycle vent that pivots internally to allow air flow and pivots such that the vent tab may penetrate the outer plane of the helmet shell. A motorcycle helmet with raised portions in its shell rearward of vents in the helmet shell.
8136124,"An electronic device which displays a function setting menu for managing plural items by a hierarchical structure on a display and sets setting contents of various functions based on the function setting menu displayed on the display, comprising: a display control unit which displays each item in the function setting menu having the hierarchical structure on the display based on the hierarchical structure in accordance with an operation by a user; a function selection unit which selects and displays on the display the content of a desired function based on the items of the function setting menu displayed by the display control unit; and a hierarchical structure changing unit which changes the hierarchical structure of the function setting menu so to have the item, which is selected by the function selection unit and displayed on the display, positioned at the top of the hierarchical structure."
8136125,"The present invention relates to an apparatus and method of securing a network. In the present invention, a pattern matching engine <b>210</b> corresponding to a first security module initially performs a hardware-based filtering process for a static attack of an input network packet and transmits a normal packet determined to be normal as a result of the filtering to a dynamic attack detection module <b>230</b> corresponding to a second security module through a PL3 interface. The dynamic attack detection module <b>230</b> performs a hardware-based filtering process for a dynamic attack of the normal packet transmitted from the pattern matching engine <b>210</b>. The dynamic attack detection module <b>230</b> transmits the filtering result to a main CPU <b>400</b> through a PCI <b>300</b> if filtering the dynamic attack is completed. Then, a main CPU <b>400</b> transmits a response policy based on the transmitted filtering result to a response engine <b>220</b> through the PCI <b>300</b> and the dynamic attack detection module <b>230</b> to block an abnormal packet. Therefore, the present invention is very effective in that accuracy of detection is enhanced, and weakness in processing speed and performance of a network security solution can be compensated to meet requirements on real-time."
8136126,"A computer system, comprising at least one controlled execution space hosting an operating system and an application program; a vulnerability monitoring agent coupled to the controlled execution space; one or more vulnerability profiles coupled to the vulnerability monitoring agent, wherein each of the vulnerability profiles comprises an application program identifier, an operating system identifier, a vulnerability specification describing a vulnerability of an application program that the application program identifier indicates when executed with an operating system that the operating system identifier indicates, and a remedial action which when executed will remediate the vulnerability; wherein the vulnerability monitoring agent is configured to monitor execution of the operating system and the application program in the controlled execution space, to detect an anomaly associated with the vulnerability, to determine the remedial action for the operating system and application program based on one of the vulnerability profiles, and to cause the remedial action."
